Parameters:
  nodes               (unsigned)          1
Options:
  -l, --minblocksize  (bytes)             128
  -u, --maxblocksize  (bytes)             2048
nsteps: 4
Nodes, Procs, Round, NBytes, Blocksize, Algo, Rank, Ttotal, Tmerge, Tcomm
blocksize: 128
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 0, 8.85576e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 4, 8.34614e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 6, 8.58307e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 7, 8.45864e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 9, 8.43704e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 10, 8.40276e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 0, 4.76986e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 1, 4.72814e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 2, 4.38616e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 3, 4.77061e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 4, 4.67896e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 5, 4.8615e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 6, 4.86821e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 7, 4.48376e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 8, 4.38541e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 9, 4.79147e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 10, 4.67226e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 11, 4.673e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 0, 4.79817e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 1, 4.26769e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 2, 4.15519e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 3, 4.72888e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 4, 4.80488e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 5, 4.51207e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 6, 4.64469e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 7, 4.50462e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 8, 4.26024e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 9, 4.60893e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 10, 4.25354e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 11, 4.673e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 0, 4.41447e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 1, 4.39286e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 2, 4.42863e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 3, 4.23193e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 4, 4.29526e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 5, 4.68045e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 6, 4.39957e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 7, 4.22522e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 8, 4.23267e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 9, 4.38541e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 10, 4.58881e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 11, 4.58732e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 0, 4.85331e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 1, 4.40702e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 2, 5.42626e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 3, 4.5605e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 4, 4.3653e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 5, 5.04181e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 6, 5.13345e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 8, 4.2811e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 9, 5.00754e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 10, 5.14016e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 11, 4.60222e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 7, 4.87491e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 1, 4.81158e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 2, 4.60893e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 4, 5.00828e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 5, 4.44129e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 6, 5.07757e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 7, 4.94495e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 8, 4.62979e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 9, 4.24534e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 10, 4.32357e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 11, 4.54634e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 0, 5.04181e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 3, 6.16759e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 0, 5.18933e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 1, 5.45457e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 2, 5.46202e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 3, 5.44712e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 4, 5.38453e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 5, 5.16176e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 6, 5.22435e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 7, 5.44712e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 8, 4.96656e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 9, 5.19007e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 10, 5.09843e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 11, 5.16176e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 0, 4.749e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 1, 4.5605e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 2, 5.24446e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 3, 4.79147e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 4, 4.81904e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 5, 4.80488e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 6, 4.74826e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 7, 4.58881e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 8, 4.55379e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 9, 4.43533e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 10, 4.40031e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 11, 4.85331e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 0, 4.54634e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 1, 4.45545e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 2, 4.68642e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 3, 4.29526e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 4, 4.73484e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 5, 4.64469e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 7, 4.49121e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 8, 4.26024e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 9, 4.60967e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 10, 4.54634e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 11, 4.45545e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 6, 4.58881e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 0, 5.18858e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 1, 4.8399e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 2, 5.23105e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 3, 4.71473e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 4, 5.00083e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 5, 5.04255e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 6, 5.41285e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 7, 5.09098e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 8, 5.10588e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 9, 5.17517e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 10, 5.23776e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 11, 5.00083e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 0, 4.5605e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 3, 4.42192e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 4, 4.61712e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 5, 4.88907e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 6, 4.52623e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 7, 4.32953e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 8, 4.372e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 9, 4.39957e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 10, 4.40702e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 11, 4.44204e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 1, 4.58807e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 2, 4.8615e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 0, 4.36604e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 1, 4.70728e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 2, 4.58881e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 3, 4.21181e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 4, 4.48376e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 5, 4.51878e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 6, 4.30122e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 7, 4.55379e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 8, 4.33028e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 9, 4.16934e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 10, 4.58881e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 11, 4.33028e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 0, 4.84064e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 1, 4.5605e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 2, 4.46215e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 3, 4.65885e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 4, 4.71398e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 5, 4.6514e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 6, 4.56125e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 7, 4.17009e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 8, 4.56125e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 9, 4.29526e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 10, 4.44874e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 11, 4.84735e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 0, 4.50462e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 1, 4.34518e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 2, 4.44204e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 3, 4.44204e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 4, 4.54038e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 5, 5.09843e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 6, 4.05759e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 7, 4.19021e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 8, 4.80562e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 9, 4.44129e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 10, 4.53964e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 11, 4.35114e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 0, 4.58136e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 1, 4.14178e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 2, 4.4845e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 3, 3.88995e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 4, 4.20436e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 5, 4.00841e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 6, 4.20511e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 7, 4.19691e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 8, 4.03672e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 9, 4.10676e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 10, 4.19021e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseOneFactor, 11, 3.94657e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 0, 5.57974e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 1, 4.79892e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 2, 5.39869e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 3, 5.66468e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 4, 5.28023e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 5, 5.18262e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 6, 5.67734e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 7, 5.22435e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 8, 5.08353e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 9, 4.88833e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 10, 5.37783e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake4, 11, 5.09173e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 0, 5.06416e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 1, 4.2744e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 2, 4.56795e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 4, 4.90993e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 5, 4.93824e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 6, 5.06341e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 7, 4.65214e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 8, 4.58881e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 9, 4.4547e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 10, 4.65885e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 11, 4.42788e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake8, 3, 4.92334e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 0, 4.63054e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 1, 4.2744e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 2, 4.34369e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 4, 4.53293e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 5, 4.73484e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 7, 4.2811e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 8, 4.06504e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 9, 4.43459e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 10, 4.24683e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 11, 4.43533e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 3, 7.89315e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeFlatHandshake16, 6, 8.72314e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 0, 5.35697e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 1, 4.82649e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 2, 4.81904e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 3, 5.37112e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 4, 4.9457e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 5, 4.97252e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 7, 5.35697e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 8, 4.79817e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 9, 4.82649e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 10, 5.1342e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 11, 4.87566e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor4, 6, 5.13345e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 1, 4.35859e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 2, 4.79817e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 4, 4.63054e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 5, 4.45619e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 7, 4.43459e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 8, 4.85405e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 9, 4.80413e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 11, 4.45545e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 0, 4.86076e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 3, 4.67226e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 6, 4.90919e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor8, 10, 4.72814e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 1, 4.23193e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 2, 4.19766e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 4, 4.52548e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 5, 4.94495e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 8, 4.3653e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 9, 4.62383e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 10, 4.90323e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 11, 4.42043e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 0, 6.1661e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 3, 4.61638e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 6, 4.71473e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseWaitsomeOneFactor16, 7, 6.34193e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 0, 5.53131e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 1, 5.34207e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 2, 5.38528e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 3, 5.13345e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 4, 5.25936e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 5, 5.16847e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 6, 4.58807e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 7, 4.42788e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 8, 4.78402e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 9, 5.09843e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 10, 4.94346e-05, 0, 0
1, 12, 2, 36864, 256, AlltoAll, 11, 5.35697e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 0, 5.47543e-05, 0, 0
1, 12, 2, 36864, 256, ScatteredPairwiseFlatHandshake, 1, 4.45545e-05, 0, 0
