Parameters:
  nodes               (unsigned)          1
Options:
  -l, --minblocksize  (bytes)             128
  -u, --maxblocksize  (bytes)             2048
nsteps: 4
Nodes, Procs, Round, NBytes, Blocksize, Algo, Rank, Ttotal, Tmerge, Tcomm
blocksize: 128
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 9, 0.000129975, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 10, 0.000129208, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 11, 0.000129975, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 1, 0.000136398, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 4, 0.000135139, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 6, 0.000131644, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 1, 0.0001086, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 2, 9.98005e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 3, 0.000111811, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 5, 0.000108391, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 10, 0.000102386, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 0, 0.000114888, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 4, 0.000112511, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 6, 0.000112243, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 7, 0.000110909, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 8, 0.000113487, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 9, 0.000111952, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 11, 0.000110909, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 2, 7.99671e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 5, 7.93338e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 6, 7.60555e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 7, 7.99671e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 8, 7.95498e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 9, 7.59959e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 10, 7.89165e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 11, 8.16435e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 0, 8.47876e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 1, 8.8416e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 3, 8.30516e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 4, 8.62554e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 0, 0.000122219, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 1, 0.000119708, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 2, 0.000120133, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 3, 0.000121802, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 4, 0.000122301, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 5, 0.000121385, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 6, 0.000154279, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 7, 0.000158265, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 8, 0.000156306, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 9, 0.000150017, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 10, 0.000153854, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 11, 0.000157908, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 0, 0.000107698, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 1, 0.000108883, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 2, 0.000108331, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 3, 0.000114262, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 4, 0.000113763, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 5, 0.000114471, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 6, 0.000116356, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 7, 0.000115521, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 8, 0.000113346, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 9, 0.000114396, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 10, 0.000108808, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 11, 0.000108883, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 0, 8.62554e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 1, 8.78498e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 2, 8.6315e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 3, 8.43629e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 4, 8.5488e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 6, 8.72239e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 7, 8.8349e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 8, 9.05842e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 9, 8.79988e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 10, 8.96752e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 11, 8.72314e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 5, 9.30354e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 0, 8.35359e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 1, 8.24854e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 2, 8.26865e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 3, 8.31112e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 4, 8.54284e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 5, 8.24854e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 6, 8.34614e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 7, 8.1569e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 8, 8.72314e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 9, 8.30442e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 10, 8.47206e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 11, 8.24779e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 7, 8.3603e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 8, 8.59052e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 9, 8.45119e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 10, 8.71643e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 11, 8.53464e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 0, 0.00010065, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 1, 9.60305e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 2, 9.50545e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 3, 9.35867e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 4, 9.56059e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 5, 9.15006e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 6, 9.50471e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 1, 8.70228e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 2, 7.79405e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 3, 8.50633e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 5, 8.3819e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 7, 8.56966e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 8, 8.15094e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 9, 8.52868e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 10, 9.06512e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 11, 8.96826e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 0, 8.86992e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 4, 8.87737e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 6, 8.68887e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 0, 0.000125222, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 1, 0.000124604, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 6, 0.000125438, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 7, 0.000122294, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 8, 0.000125855, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 10, 0.000127457, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 11, 0.000130609, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 2, 0.000128716, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 3, 0.000129201, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 4, 0.000134729, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 5, 0.000131235, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 9, 0.000132352, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 0, 0.000122361, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 1, 0.00012733, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 2, 0.000117958, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 3, 0.000114046, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 4, 0.000119776, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 5, 0.000119992, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 6, 0.000121668, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 7, 0.000114888, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 8, 0.000116847, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 9, 0.000126481, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 10, 0.000112094, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 11, 0.000125222, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 3, 8.066e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 6, 8.27685e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 8, 7.52881e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 9, 8.15094e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 0, 8.36626e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 1, 8.61809e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 2, 8.87066e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 4, 9.14931e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 5, 8.14348e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 7, 8.10921e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 10, 8.0809e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 11, 8.33198e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 6, 0.000129826, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 8, 0.000126347, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 9, 0.00012473, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 10, 0.000124387, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 0, 0.000136681, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 1, 0.000135146, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 2, 0.000132076, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 3, 0.000134937, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 4, 0.000131086, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 5, 0.000131659, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 7, 0.000132971, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 11, 0.000131018, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 1, 0.000108674, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 3, 0.00010211, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 5, 0.000105605, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 11, 0.000107408, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 0, 0.000113845, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 2, 0.000108466, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 4, 0.00011231, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 6, 0.000112861, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 7, 0.000110559, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 8, 0.000109367, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 9, 0.000113487, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 10, 0.000113286, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 1, 0.000115938, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 2, 8.10921e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 3, 0.000108391, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 4, 0.000106923, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 5, 0.000108466, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 6, 0.000116907, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 8, 0.00010854, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 9, 0.000112444, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 11, 0.000113562, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 0, 0.000116073, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 7, 8.05333e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor16, 10, 8.49217e-05, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 0, 0.000916392, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 1, 0.000905983, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 2, 0.000911705, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 4, 0.000914298, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 5, 0.00091017, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 6, 0.000918627, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 7, 0.000913948, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 9, 0.000911713, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 8, 0.000918061, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 10, 0.000917301, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 11, 0.000920296, 0, 0
1, 12, 3, 73728, 512, AlltoAll, 3, 0.000558734, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 1, 8.25524e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 7, 8.30442e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 8, 8.7373e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 9, 8.47951e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 11, 8.50037e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 0, 9.15527e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 2, 8.87066e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 3, 9.2119e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 4, 8.75145e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 5, 9.04351e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 6, 8.68216e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseFlatHandshake, 10, 8.46535e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 0, 8.95411e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 1, 8.07345e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 2, 8.84831e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 3, 8.6531e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 4, 8.2694e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 5, 8.65981e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 6, 8.66055e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 7, 8.36775e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 8, 8.36775e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 9, 8.19266e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 10, 8.84235e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseOneFactor, 11, 8.93995e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 3, 0.000122361, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 4, 0.000128157, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 5, 0.000124454, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 0, 0.000133321, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 1, 0.000130393, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 2, 0.000130393, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 6, 0.000135839, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 7, 0.000135206, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 8, 0.000135213, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 9, 0.000136197, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 10, 0.000133261, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake4, 11, 0.000133604, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 2, 0.000103571, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 3, 0.000106931, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 6, 0.000104837, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 8, 0.000102527, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 9, 0.000109099, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 10, 0.000108816, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 11, 0.000107549, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 0, 0.000115447, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 1, 0.00011, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 4, 0.000114255, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 5, 0.000110976, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake8, 7, 0.000107832, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 1, 8.09431e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 2, 7.73892e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 3, 7.99671e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 5, 7.88569e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 6, 7.89911e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 8, 8.08761e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 9, 8.30516e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 10, 8.12933e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 11, 8.0809e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 0, 8.77976e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 4, 8.40127e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeFlatHandshake16, 7, 8.12933e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 1, 0.000125796, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 3, 0.000127316, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 6, 0.000125714, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 7, 0.000129692, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 8, 0.000124112, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 10, 0.000127465, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 11, 0.000130042, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 0, 0.000135213, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 2, 0.00013312, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 4, 0.000132695, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 5, 0.000129208, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor4, 9, 0.000130259, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 1, 9.54047e-05, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 0, 0.000111327, 0, 0
1, 12, 3, 73728, 512, ScatteredPairwiseWaitsomeOneFactor8, 2, 0.000110351, 0, 0
